UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	IPI00103940|MFS10_HUMAN|MFSD10|Q07706|TETRAN	protein	taxon:9606	20120107	GOC
UniProtKB	Q07108	CD69		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000032259	IEA	Ensembl:ENSMUSP00000032259	P	Early activation antigen CD69	CD69|CD69_HUMAN|CLEC2C|IPI00014854	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q08209	PPP3CA		GO:0035690	PMID:11005320	IDA		P	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	A8K3B7|B5BUA2|CALNA|CNA|IPI00179415|IPI00747748|PP2BA_HUMAN|PPP3CA|Q8TAW9	protein	taxon:9606	20111223	UniProtKB
UniProtKB	Q13127	REST		GO:0035690	PMID:20564196	IMP		P	RE1-silencing transcription factor	A2RUE0|B9EGJ0|IPI00159969|IPI00816294|IPI00816510|IPI00816561|NRSF|Q12956|Q12957|Q13134|Q59ER1|Q8IWI3|REST|REST_HUMAN|XBR	protein	taxon:9606	20110531	UniProtKB
UniProtKB	Q15848	ADIPOQ		GO:0035690	GO_REF:0000024|UniProtKB:Q60994	ISS	UniProtKB:Q60994	P	Adiponectin	ACDC|ACRP30|ADIPOQ|ADIPO_HUMAN|APM1|GBP28|IPI00020019|Q58EX9	protein	taxon:9606	20110302	UniProtKB
UniProtKB	Q99801	NKX3-1		GO:0035690	PMID:18757402	IEP		P	Homeobox protein Nkx-3.1	IPI00018412|IPI00215781|IPI00215782|IPI00215783|IPI00848258|NKX3-1|NKX3.1|NKX31_HUMAN|NKX3A|O15465|Q9H2P4|Q9H2P5|Q9H2P6|Q9H2P7|Q9HBG0	protein	taxon:9606	20110928	UniProtKB
UniProtKB	Q03164	MLL		GO:2001040	PMID:20861184	IMP		P	Histone-lysine N-methyltransferase MLL	ALL1|CXXC7|HRX|HTRX|IPI00009286|IPI00218500|KMT2A|MLL|MLL1|MLL1_HUMAN|Q13743|Q13744|Q14845|Q16364|Q59FF2|Q6UBD1|Q9UD94|Q9UMA3|TRX1	protein	taxon:9606	20111205	BHF-UCL
UniProtKB	P52926	HMGA2		GO:2001038	PMID:16061642	IDA		P	High mobility group protein HMGI-C	HMGA2|HMGA2_HUMAN|HMGIC|IPI00005996	protein	taxon:9606	20110906	UniProtKB
UniProtKB	O00476	SLC17A3		GO:0015893	PMID:20810651	IDA		P	Sodium-dependent phosphate transport protein 4	B7WNJ5|IPI00465027|NPT4|NPT4_HUMAN|Q8WWC7|Q9H533|SLC17A3	protein	taxon:9606	20101203	UniProtKB
UniProtKB	O76082	SLC22A5		GO:0015893	PMID:15238359|GO:0015879	IC	GO:0015879	P	Solute carrier family 22 member 5	B2R844|D3DQ87|IPI00435872|IPI00435873|OCTN2|Q6ZQZ8|Q96EH6|S22A5_HUMAN|SLC22A5	protein	taxon:9606	20090608	BHF-UCL
UniProtKB	Q16348	SLC15A2		GO:0015893	PMID:16738539	NAS		P	Solute carrier family 15 member 2	A8K1A5|IPI00328719|PEPT2|S15A2_HUMAN|SLC15A2	protein	taxon:9606	20060706	UniProtKB
UniProtKB	Q5T2W1	PDZK1		GO:0015893	PMID:16738539	NAS		P	Na(+)/H(+) exchange regulatory cofactor NHE-RF3	CAP70|IPI00298067|NHERF3|NHRF3_HUMAN|O60450|PDZD1|PDZK1|Q5T5P6|Q9BQ41	protein	taxon:9606	20060706	UniProtKB
UniProtKB	Q96BI1	SLC22A18		GO:0015893	PMID:9744804	IDA		P	Solute carrier family 22 member 18	BWR1A|BWSCR1A|HET|IMPT1|IPI00410347|ITM|O14906|O43562|O60485|O60680|ORCTL2|Q7LDS5|Q7LGF7|S22AI_HUMAN|SLC22A18|SLC22A1L|TSSC5	protein	taxon:9606	20090731	UniProtKB
UniProtKB	E7EME6	CYP4B1		GO:0042738	GO_REF:0000019|Ensembl:ENSRNOP00000013321	IEA	Ensembl:ENSRNOP00000013321	P	Uncharacterized protein	CYP4B1|E7EME6_HUMAN|IPI01010561	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	E9PH30	NOS1		GO:0042738	GO_REF:0000019|Ensembl:ENSMUSP00000120421	IEA	Ensembl:ENSMUSP00000120421	P	Uncharacterized protein	E9PH30_HUMAN|IPI00795843|NOS1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F5H1Q8	CYP4B1		GO:0042738	GO_REF:0000019|Ensembl:ENSRNOP00000013321	IEA	Ensembl:ENSRNOP00000013321	P	Uncharacterized protein	CYP4B1|F5H1Q8_HUMAN|IPI01015302	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O75469	NR1I2		GO:0042738	PMID:12578355	IDA		P	Nuclear receptor subfamily 1 group I member 2	IPI00004364|IPI00220084|IPI00220085|IPI00220086|IPI00334983|IPI00783954|IPI00852956|NR1I2|NR1I2_HUMAN|PXR|Q006P5|Q008C8|Q96AC7|Q9UJ22|Q9UJ23|Q9UJ24|Q9UJ25|Q9UJ26|Q9UJ27|Q9UNW4	protein	taxon:9606	20091006	UniProtKB
UniProtKB	P05177	CYP1A2		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 1A2	CP1A2_HUMAN|CYP1A2|IPI00307246|IPI00719591|Q16754|Q6NWU5|Q9BXX7|Q9UK49	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P08684	CYP3A4		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 3A4	CP3A4_HUMAN|CYP3A3|CYP3A4|IPI00465138|P05184|Q16757|Q9UK50	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P10632	CYP2C8		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 2C8	A8K9N8|B0AZN2|CP2C8_HUMAN|CYP2C8|IPI00290301|Q5VX93|Q8WWB1|Q9UCZ9	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P11509	CYP2A6		GO:0042738	PMID:15680923	IDA		P	Cytochrome P450 2A6	A7YAE5|B2R7F6|CP2A6_HUMAN|CYP2A3|CYP2A6|IPI00299568|P00190|P10890|Q16803|Q4VAT9|Q4VAU0|Q4VAU1|Q9H1Z7|Q9UCU0|Q9UK48	protein	taxon:9606	20100205	BHF-UCL
UniProtKB	P11712	CYP2C9		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 2C9	CP2C9_HUMAN|CYP2C10|CYP2C9|IPI00007219|P11713|Q16756|Q16872	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P20813	CYP2B6		GO:0042738	PMID:19029318	IDA		P	Cytochrome P450 2B6	CP2B6_HUMAN|CYP2B6|IPI00025829|Q2V565|Q9UK46	protein	taxon:9606	20100204	BHF-UCL
UniProtKB	P33261	CYP2C19		GO:0042738	PMID:19029318	IDA		P	Cytochrome P450 2C19	CP2CJ_HUMAN|CYP2C19|IPI00013323|P33259|Q8WZB1|Q8WZB2|Q9UCD4	protein	taxon:9606	20100204	BHF-UCL
UniProtKB	O75469	NR1I2		GO:0046618	PMID:12578355	IDA		P	Nuclear receptor subfamily 1 group I member 2	IPI00004364|IPI00220084|IPI00220085|IPI00220086|IPI00334983|IPI00783954|IPI00852956|NR1I2|NR1I2_HUMAN|PXR|Q006P5|Q008C8|Q96AC7|Q9UJ22|Q9UJ23|Q9UJ24|Q9UJ25|Q9UJ26|Q9UJ27|Q9UNW4	protein	taxon:9606	20091006	UniProtKB
UniProtKB	P41440	SLC19A1		GO:0051958	PMID:8276792	TAS		P	Folate transporter 1	B2R7U8|FLOT1|IPI00375452|O00553|O60227|Q13026|RFC1|S19A1_HUMAN|SLC19A1	protein	taxon:9606	20120107	GOC
UniProtKB	F5GY86	SLC22A1		GO:0006855	GO_REF:0000019|Ensembl:ENSRNOP00000059553	IEA	Ensembl:ENSRNOP00000059553	P	Uncharacterized protein	F5GY86_HUMAN|IPI01010628|SLC22A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O00476	SLC17A3		GO:0006855	PMID:20810651	IDA		P	Sodium-dependent phosphate transport protein 4	B7WNJ5|IPI00465027|NPT4|NPT4_HUMAN|Q8WWC7|Q9H533|SLC17A3	protein	taxon:9606	20120107	GOC
UniProtKB	O15245	SLC22A1		GO:0006855	GO_REF:0000019|Ensembl:ENSRNOP00000059553	IEA	Ensembl:ENSRNOP00000059553	P	Solute carrier family 22 member 1	A6NFF3|A8K1H2|C9JSU6|IPI00289507|IPI00893835|IPI00893977|IPI00953438|O15395|OCT1|Q9NQD4|S22A1_HUMAN|SLC22A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O76082	SLC22A5		GO:0006855	PMID:15238359|GO:0015226	IC	GO:0015226	P	Solute carrier family 22 member 5	B2R844|D3DQ87|IPI00435872|IPI00435873|OCTN2|Q6ZQZ8|Q96EH6|S22A5_HUMAN|SLC22A5	protein	taxon:9606	20120107	GOC
UniProtKB	Q15125	EBP		GO:0006855	PMID:7706302	TAS		P	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	EBP|EBP_HUMAN|IPI00008599|Q6FGL3|Q6IBI9	protein	taxon:9606	20120107	GOC
UniProtKB	Q96BI1	SLC22A18		GO:0006855	PMID:9744804	IDA		P	Solute carrier family 22 member 18	BWR1A|BWSCR1A|HET|IMPT1|IPI00410347|ITM|O14906|O43562|O60485|O60680|ORCTL2|Q7LDS5|Q7LGF7|S22AI_HUMAN|SLC22A18|SLC22A1L|TSSC5	protein	taxon:9606	20120107	GOC
